"State","Population","Area","Children","Age","Income","Marital","Gender","Churn","Outage_sec_perweek","Email","Contacts","Yearly_equip_failure","Techie","Contract","Port_modem","Tablet","InternetService","Phone","Multiple","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","PaperlessBilling","PaymentMethod","Tenure","MonthlyCharge","Bandwidth_GB_Year","Response","Fix","Replacement","Reliability","Options","Respectful","Courteous","Listening"
"IN",3191,"Urban",1,78,43174.81,"Married","Male","No",8.256297,11,1,0,"No","Two Year","No","No","Fiber Optic","No","Yes","Yes","No","No","No","No","No","Yes","Credit Card (automatic)",68.38161,147.4783,5767.046848,3,4,4,3,4,4,2,2
"NY",1956,"Rural",1,50,7369.88,"Married","Female","No",9.298875,14,0,0,"No","One year","Yes","No","Fiber Optic","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Mailed Check",56.24647,217.4725,5086.304493,1,2,3,3,3,4,4,3
"CO",29105,"Urban",8,37,76587.52,"Married","Male","Yes",14.20099,15,0,1,"Yes","Month-to-month","No","Yes","Fiber Optic","Yes","No","No","No","No","No","Yes","Yes","Yes","Credit Card (automatic)",48.70941,207.6094,4779.956484,5,4,5,4,2,5,5,4
"WI",0,"Suburban",2,49,47836.42,"Married","Male","Yes",8.873568,18,0,0,"No","Month-to-month","Yes","No","None","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Electronic Check",55.49261,230.1344,5277.646823,4,5,5,3,3,4,3,5
"TN",24286,"Rural",1,37,112961.8,"Widowed","Male","No",9.570437,17,0,1,"No","Month-to-month","No","Yes","Fiber Optic","No","No","Yes","Yes","Yes","No","No","Yes","Yes","Mailed Check",62.59584,184.9785,5694.262968,5,4,5,4,3,4,5,3
"AR",12279,"Rural",3,75,37720.52,"Married","Female","No",8.982395,14,2,0,"No","Two Year","Yes","No","Fiber Optic","Yes","No","No","Yes","Yes","No","No","No","Yes","Mailed Check",56.75264,147.4738,4835.295615,5,4,4,5,4,5,5,5
"OH",4343,"Rural",3,74,99699.68,"Widowed","Nonbinary","No",11.36648,12,2,0,"No","Month-to-month","No","Yes","None","Yes","No","No","Yes","No","No","Yes","No","Yes","Mailed Check",66.85966,127.4586,5738.328374,3,3,2,5,2,4,4,5
"NC",2058,"Rural",2,80,13973.69,"Widowed","Male","No",13.085,7,1,1,"No","One year","Yes","No","DSL","No","No","No","Yes","No","Yes","Yes","No","No","Electronic Check",69.64918,152.4441,6420.370535,3,3,3,4,3,4,5,4
"ID",1432,"Rural",3,25,68500.11,"Married","Female","No",19.65711,13,0,0,"Yes","Two Year","No","No","Fiber Optic","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Electronic Check",61.3684,220.1185,5659.896824,3,3,3,3,4,4,3,3
"ND",675,"Rural",1,79,17965.81,"Never Married","Male","No",11.77757,10,0,0,"Yes","Two Year","No","No","DSL","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Credit Card (automatic)",61.9146,222.6326,6069.414411,4,4,5,2,3,2,3,3
"OH",6956,"Rural",2,53,28702.52,"Never Married","Male","No",10.3045,10,0,0,"No","Month-to-month","Yes","No","DSL","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","Electronic Check",67.39326,174.9768,6387.155472,3,3,4,4,4,3,3,2
"AL",4164,"Suburban",0,77,20312,"Widowed","Female","No",8.286499,5,0,0,"No","Month-to-month","Yes","Yes","Fiber Optic","Yes","No","No","No","No","No","No","No","Yes","Electronic Check",52.69236,112.4551,4224.557626,2,2,3,4,2,3,4,2
"KY",1578,"Rural",0,33,65978.69,"Separated","Male","No",10.30083,10,2,0,"No","One year","No","Yes","DSL","Yes","Yes","No","No","Yes","No","Yes","No","Yes","Bank Transfer(automatic)",65.11394,162.4676,6200.072737,4,3,3,3,4,3,4,4
"IL",2433,"Rural",2,19,73093.52,"Widowed","Male","No",5.606608,13,1,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","Yes","No","No","No","Yes","Yes","Bank Transfer(automatic)",66.74968,169.9378,5964.070556,4,4,4,2,4,4,3,3
"NH",10550,"Urban",2,78,26865.42,"Married","Female","No",16.54026,13,0,0,"No","Two Year","No","No","Fiber Optic","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Bank Transfer(automatic)",48.4017,214.9663,4342.047465,5,5,3,4,2,5,5,5
"IL",1092,"Suburban",1,72,83201.51,"Married","Female","No",7.617914,13,0,2,"No","Month-to-month","Yes","No","None","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Bank Transfer(automatic)",58.47534,175.0211,5141.883254,4,4,3,4,4,3,2,4
"WY",256,"Rural",1,20,34759.58,"Separated","Female","No",6.229531,8,2,0,"No","Two Year","No","Yes","DSL","No","No","No","No","Yes","Yes","No","No","Yes","Electronic Check",38.84886,117.4872,3810.881389,5,5,6,6,3,5,6,4
"TX",1274,"Urban",2,28,19948.12,"Divorced","Female","No",5.529764,15,2,0,"No","One year","No","No","Fiber Optic","Yes","No","No","No","No","No","No","No","Yes","Bank Transfer(automatic)",36.19603,112.4551,3095.105954,3,3,2,1,5,1,2,3
"WA",3993,"Urban",4,48,71899.67,"Never Married","Female","No",11.8857,10,2,1,"No","One year","No","No","Fiber Optic","Yes","No","No","No","Yes","Yes","No","Yes","Yes","Electronic Check",41.09672,172.4742,3741.804448,4,5,4,5,2,5,6,4
"WV",1588,"Urban",0,80,48733.51,"Never Married","Female","No",9.354732,15,0,1,"No","Month-to-month","No","Yes","Fiber Optic","Yes","No","Yes","No","No","Yes","Yes","No","No","Credit Card (automatic)",70.68543,152.466,5964.374183,4,4,3,5,3,5,4,3
"WV",25,"Rural",3,25,31545.14,"Married","Female","No",14.43295,14,1,0,"No","Month-to-month","No","No","DSL","Yes","No","No","No","No","No","No","No","Yes","Electronic Check",62.59775,92.45514,5712.520809,3,3,3,3,4,4,4,3
"VA",59324,"Rural",0,49,18852.52,"Divorced","Male","No",11.36428,9,0,1,"No","Month-to-month","No","No","DSL","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Bank Transfer(automatic)",48.73343,174.9744,4798.910859,3,3,4,3,3,3,3,2
"WA",1068,"Suburban",0,23,41709.72,"Separated","Male","No",15.03023,7,1,0,"No","One year","Yes","No","Fiber Optic","Yes","Yes","No","No","Yes","No","Yes","Yes","No","Electronic Check",70.90919,252.6378,6555.679518,4,4,3,2,7,3,2,4
"IL",13259,"Suburban",0,40,8855.67,"Widowed","Male","No",10.52187,16,2,0,"No","Two Year","Yes","No","Fiber Optic","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Mailed Check",56.70254,275.1336,5429.870356,4,4,3,3,3,4,3,3
"IA",16455,"Rural",2,62,12705.84,"Divorced","Female","No",14.64928,18,2,0,"No","Month-to-month","Yes","Yes","Fiber Optic","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Credit Card (automatic)",67.10152,252.6378,6130.335448,2,2,3,3,3,2,3,3
"OK",32812,"Urban",2,38,13846.51,"Separated","Female","No",16.6785,12,2,0,"No","Two Year","Yes","No","None","Yes","No","No","No","Yes","No","Yes","Yes","No","Bank Transfer(automatic)",65.12634,187.656,5975.229801,2,3,3,3,4,3,2,2
"MI",193,"Urban",1,88,66525.58,"Widowed","Male","No",8.693473,8,2,0,"No","Two Year","No","No","Fiber Optic","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Mailed Check",58.85834,252.624,5305.10923,3,2,3,3,4,2,2,5
"NY",191,"Rural",0,58,28333.29,"Divorced","Female","No",9.315925,14,2,0,"Yes","Two Year","No","No","Fiber Optic","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Mailed Check",59.16197,182.4608,5155.773559,5,5,3,4,4,5,4,3
"NY",39962,"Rural",4,83,116972.1,"Married","Male","No",12.90663,12,0,0,"Yes","One year","No","No","DSL","Yes","No","No","No","No","Yes","No","No","Yes","Bank Transfer(automatic)",42.76683,104.9643,4014.850907,4,4,5,3,2,5,4,5
"GA",2238,"Urban",0,59,34326.31,"Divorced","Male","Yes",11.16606,5,1,0,"No","Month-to-month","No","Yes","DSL","Yes","Yes","No","No","No","Yes","Yes","No","No","Electronic Check",57.54686,162.4538,5413.975477,3,3,3,2,4,2,5,4
"AR",1111,"Urban",1,82,124590,"Widowed","Male","No",11.63685,10,1,2,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","Yes","No","No","Yes","No","No","Bank Transfer(automatic)",52.25168,159.9349,4539.697433,3,4,3,5,3,3,5,4
"MA",18170,"Urban",1,48,37056.67,"Divorced","Male","No",9.945029,9,1,0,"No","Month-to-month","No","No","DSL","Yes","No","No","Yes","No","Yes","No","No","No","Bank Transfer(automatic)",61.21945,127.4601,5643.207448,2,2,3,2,4,3,4,3
"IA",328,"Urban",3,28,16997.45,"Widowed","Male","No",8.543635,10,0,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Credit Card (automatic)",55.40614,230.1051,5298.247055,3,3,4,2,4,4,4,3
"LA",1480,"Rural",0,35,88831.62,"Separated","Male","No",6.634736,12,2,1,"No","Two Year","No","No","Fiber Optic","Yes","Yes","Yes","Yes","No","No","No","No","No","Electronic Check",61.24745,169.9741,5386.675909,3,3,4,4,3,3,3,3
"MO",2079,"Urban",4,63,57437.15,"Married","Male","No",9.354817,13,0,1,"No","One year","Yes","No","Fiber Optic","Yes","Yes","Yes","Yes","No","No","No","No","No","Electronic Check",59.33067,169.9741,5260.956377,4,2,2,5,4,3,3,2
"FL",29499,"Rural",1,47,26722.64,"Married","Male","No",14.34836,14,2,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","Yes","No","No","No","No","No","Yes","Credit Card (automatic)",65.89761,114.9728,5593.200037,3,2,2,5,2,4,4,4
"CA",9155,"Rural",0,69,69369.55,"Never Married","Female","No",8.272683,8,3,1,"No","Two Year","Yes","No","Fiber Optic","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Credit Card (automatic)",64.95453,207.4811,5777.625223,3,4,3,3,3,4,3,4
"PA",4696,"Rural",1,31,4145.29,"Divorced","Male","No",11.43356,13,0,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","Yes","No","Yes","No","Yes","Yes","Mailed Check",59.59893,182.447,5312.34805,3,3,2,3,3,2,4,4
"PA",397,"Suburban",1,71,30935.61,"Widowed","Male","No",5.034833,10,0,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","Yes","Yes","No","No","No","No","No","Electronic Check",71.3757,169.9741,6129.316509,4,5,3,4,2,5,5,6
"MI",21226,"Suburban",0,80,58528.77,"Married","Male","No",9.656326,12,1,1,"No","Two Year","No","No","Fiber Optic","Yes","Yes","No","No","No","No","No","No","No","Electronic Check",49.26867,144.9607,4088.428701,5,5,4,4,4,2,3,2
"PA",30815,"Suburban",2,62,10759.62,"Divorced","Female","Yes",13.18526,12,0,1,"No","Month-to-month","Yes","No","Fiber Optic","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Electronic Check",41.88419,242.6326,4054.139668,5,4,3,6,4,6,5,3
"OH",454,"Urban",10,54,22730.72,"Married","Male","No",7.737478,9,0,1,"No","One year","No","No","Fiber Optic","Yes","No","No","Yes","Yes","No","Yes","No","No","Bank Transfer(automatic)",55.88646,172.4579,5291.533225,5,4,3,3,3,3,4,2
"NJ",44233,"Suburban",2,26,73725.59,"Separated","Female","Yes",14.16588,8,3,0,"No","Month-to-month","Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Mailed Check",45.39565,245.1283,4967.376182,4,5,3,3,3,4,2,4
"CA",11866,"Suburban",0,40,93242.18,"Never Married","Female","No",13.11179,9,0,0,"No","One year","No","No","DSL","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Electronic Check",63.57829,187.4673,6092.611808,4,4,3,4,4,3,5,4
"ID",1051,"Rural",0,77,25259.64,"Separated","Female","No",11.90975,7,3,0,"No","Month-to-month","No","No","None","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Bank Transfer(automatic)",56.21975,162.5299,4844.197414,4,5,4,3,3,5,5,2
"NJ",5491,"Suburban",3,68,38284.67,"Divorced","Male","No",12.54574,14,0,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","Yes","Yes","No","No","Yes","No","Electronic Check",46.63416,182.4608,4271.125651,4,4,4,3,4,4,4,4
"WV",1903,"Rural",0,26,61210.24,"Separated","Male","No",12.68725,15,3,0,"No","Two Year","No","Yes","None","Yes","No","No","No","Yes","No","Yes","No","Yes","Credit Card (automatic)",45.48614,117.4858,4129.318617,5,5,5,4,3,6,5,5
"MN",437,"Rural",0,87,52838.06,"Widowed","Female","No",12.66209,11,1,0,"Yes","Month-to-month","Yes","Yes","Fiber Optic","Yes","Yes","No","No","Yes","No","No","No","Yes","Bank Transfer(automatic)",54.42917,157.4836,4491.178233,2,3,3,4,3,2,3,4
"OR",2137,"Suburban",0,77,25875.88,"Married","Male","No",11.12514,8,2,0,"No","Two Year","Yes","No","DSL","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Bank Transfer(automatic)",51.39701,210.1051,5130.234856,3,3,2,4,3,4,4,4
"ID",397,"Urban",2,81,49975.22,"Never Married","Female","No",11.38322,10,1,0,"No","Month-to-month","No","No","DSL","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Credit Card (automatic)",71.31658,235.1417,6821.289567,3,3,3,5,2,4,2,3
"NC",54,"Urban",3,49,75040.63,"Divorced","Male","No",12.08421,10,3,0,"No","Two Year","Yes","No","Fiber Optic","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Credit Card (automatic)",67.78527,204.9634,6139.348089,4,3,3,3,4,3,4,4
"NY",811,"Suburban",0,73,44282.56,"Married","Male","No",8.803547,9,0,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Bank Transfer(automatic)",59.1268,219.9902,5338.376401,3,4,4,3,4,2,4,3
"WI",5334,"Urban",4,44,18033.08,"Married","Male","No",6.863699,7,1,0,"Yes","Month-to-month","No","No","None","No","No","No","Yes","No","Yes","Yes","No","No","Electronic Check",49.71999,139.9678,4553.52168,4,4,4,4,4,2,3,2
"KS",1169,"Urban",3,79,55474.57,"Separated","Female","No",10.58398,14,2,0,"No","Two Year","No","Yes","Fiber Optic","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Electronic Check",66.27257,194.9699,5766.226735,3,3,4,3,3,3,3,2
"NJ",8577,"Rural",3,57,14549.37,"Divorced","Male","No",13.63409,14,0,0,"No","Month-to-month","Yes","Yes","Fiber Optic","Yes","No","No","Yes","Yes","No","No","Yes","No","Credit Card (automatic)",51.98225,182.4608,4745.40142,3,2,3,4,4,2,2,4
"NY",11897,"Rural",3,22,82749.1,"Separated","Male","No",15.50911,11,0,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","No","Yes","No","Yes","No","No","Mailed Check",68.18047,182.4676,6166.262519,4,4,4,2,4,3,4,4
"ME",195,"Suburban",1,87,55132.91,"Married","Male","No",9.570081,13,0,0,"Yes","One year","Yes","No","DSL","No","No","No","No","Yes","Yes","No","No","Yes","Mailed Check",70.22382,117.4872,6244.295389,2,3,2,1,5,4,2,2
"VA",25928,"Urban",3,34,10655.22,"Divorced","Male","No",8.70545,18,1,0,"No","Two Year","No","No","Fiber Optic","Yes","Yes","No","No","No","No","Yes","No","Yes","Electronic Check",71.85451,169.9447,6342.815783,3,3,4,5,1,4,4,5
"NY",813,"Suburban",1,35,16214.75,"Married","Female","No",13.69583,14,1,1,"No","Month-to-month","Yes","No","None","Yes","Yes","No","No","Yes","No","No","No","Yes","Electronic Check",71.40033,125.0073,6083.031895,3,4,4,4,5,2,2,4
"TX",17243,"Rural",3,53,16959.6,"Never Married","Female","No",11.24519,12,2,1,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","No","No","No","No","No","Yes","Credit Card (automatic)",69.80263,112.4551,5797.577084,3,4,3,3,4,4,3,4
"NC",340,"Rural",2,24,22328.75,"Never Married","Male","No",7.513493,11,0,1,"No","One year","Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Electronic Check",57.65949,177.4945,5759.875218,3,3,2,5,3,4,2,5
"NY",353,"Rural",1,20,4824.09,"Never Married","Male","No",3.049819,3,1,2,"No","Month-to-month","No","No","None","Yes","No","No","No","No","Yes","Yes","No","No","Credit Card (automatic)",48.20556,117.472,4321.775833,4,4,3,4,4,2,3,3
"OH",18391,"Rural",1,78,62884.22,"Never Married","Male","No",11.41985,12,1,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Credit Card (automatic)",66.19707,172.4624,5748.631133,4,5,4,4,3,4,3,4
"ND",841,"Rural",0,35,23178.69,"Divorced","Male","No",13.62563,12,0,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","Yes","No","No","No","Yes","Yes","No","Mailed Check",46.94667,210.127,4471.005057,3,3,3,2,2,3,3,3
"NJ",13269,"Urban",0,66,5523.47,"Divorced","Female","No",8.695731,9,1,1,"Yes","Two Year","Yes","Yes","DSL","No","Yes","No","No","No","Yes","No","Yes","Yes","Bank Transfer(automatic)",63.45694,172.4567,5792.097707,2,3,2,3,2,3,4,3
"GA",25266,"Rural",3,33,41617.07,"Never Married","Male","No",13.46933,10,1,0,"No","Two Year","No","Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","Electronic Check",54.07581,172.5104,4893.437646,3,4,4,2,4,4,2,4
"TX",35230,"Urban",0,88,46348.16,"Divorced","Female","No",9.153981,11,2,0,"No","Month-to-month","Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Credit Card (automatic)",66.96136,245.1283,6469.578976,3,4,4,3,2,4,5,3
"IN",1539,"Suburban",2,79,38395.52,"Divorced","Male","No",7.593547,7,0,0,"No","Two Year","Yes","No","DSL","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Electronic Check",71.99373,222.6143,6877.221038,4,4,4,4,4,4,5,5
"GA",26094,"Urban",3,24,65486.61,"Married","Female","No",13.56479,11,2,1,"No","Month-to-month","No","Yes","DSL","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Mailed Check",60.98321,132.4798,5939.670076,4,3,3,4,3,4,4,4
"NJ",40335,"Suburban",4,31,69199.04,"Widowed","Nonbinary","No",8.647466,7,0,1,"No","Month-to-month","Yes","No","None","Yes","No","No","Yes","No","Yes","No","No","No","Bank Transfer(automatic)",71.12849,114.9838,6103.615106,4,4,5,4,4,4,4,5
"NE",1232,"Suburban",10,87,21020.26,"Separated","Male","No",12.42426,11,0,0,"No","Two Year","No","No","None","Yes","Yes","Yes","No","Yes","No","Yes","No","No","Credit Card (automatic)",64.38287,152.509,5932.680002,4,4,4,5,2,5,5,3
"CA",820,"Rural",1,80,9743.36,"Married","Female","No",9.573925,17,1,0,"No","Month-to-month","Yes","Yes","Fiber Optic","Yes","No","No","Yes","No","No","Yes","No","No","Electronic Check",51.60705,159.9349,4446.381359,4,4,5,3,4,3,3,4
"TX",38597,"Rural",2,62,39116.35,"Married","Male","No",7.085401,8,1,1,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Electronic Check",62.4542,257.6549,5898.163738,5,4,3,5,4,4,3,4
"ME",1082,"Urban",2,18,23908.68,"Married","Male","No",14.86709,9,2,0,"No","Two Year","Yes","No","Fiber Optic","Yes","No","No","No","Yes","No","No","Yes","No","Mailed Check",60.21411,159.965,5422.994493,2,2,4,4,4,2,3,3
"WI",1269,"Rural",1,42,143641.2,"Separated","Male","No",5.990015,11,2,0,"Yes","Month-to-month","Yes","Yes","Fiber Optic","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Credit Card (automatic)",64.5472,257.6549,6104.448181,4,4,4,3,4,3,3,5
"IL",3433,"Rural",1,43,37327.76,"Married","Male","No",11.42906,11,1,1,"Yes","Month-to-month","No","No","Fiber Optic","Yes","No","No","No","No","Yes","No","No","Yes","Mailed Check",56.15392,124.9643,4737.057384,5,3,4,2,5,3,3,2
"WI",16062,"Urban",2,42,83829.32,"Married","Male","No",8.890323,9,0,0,"Yes","Two Year","Yes","No","DSL","Yes","Yes","No","No","Yes","No","No","No","Yes","Electronic Check",64.25291,137.4836,6001.002897,5,4,3,4,2,4,4,3
"NY",31251,"Rural",3,86,9539.84,"Married","Female","Yes",3.62071,12,0,1,"No","Month-to-month","No","Yes","Fiber Optic","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Mailed Check",36.28161,275.1198,3570.28345,5,5,4,4,1,4,5,4
"PA",1537,"Suburban",7,49,12835.28,"Divorced","Female","No",5.646097,15,1,0,"Yes","Month-to-month","No","No","Fiber Optic","Yes","Yes","Yes","No","No","No","No","No","Yes","Mailed Check",45.66396,147.4783,4103.113939,2,2,3,1,4,1,3,2
"KS",220,"Urban",1,44,37078.58,"Married","Male","No",12.77867,17,1,1,"No","One year","No","No","Fiber Optic","Yes","No","No","No","Yes","No","Yes","No","Yes","Mailed Check",62.1578,149.9621,5467.127682,2,2,1,4,3,3,3,3
"KS",158,"Suburban",1,78,17583.94,"Separated","Female","No",14.38703,9,2,2,"No","Two Year","Yes","Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Credit Card (automatic)",71.13694,197.4945,6195.809016,4,3,4,2,7,3,2,3
"PA",131,"Rural",1,42,26005.03,"Widowed","Female","No",13.80292,10,2,0,"Yes","Month-to-month","Yes","No","Fiber Optic","Yes","No","Yes","No","No","No","Yes","No","No","Electronic Check",49.20691,139.9568,4355.520561,5,4,6,4,4,4,4,5
"AR",3937,"Urban",2,63,28857.38,"Divorced","Male","No",3.94786,9,1,0,"No","Month-to-month","Yes","No","DSL","Yes","No","No","Yes","No","Yes","No","No","Yes","Credit Card (automatic)",39.42138,127.4601,3838.72543,4,2,5,5,1,4,4,3
"IL",412,"Rural",8,39,18813.32,"Widowed","Female","No",9.754194,10,1,1,"No","Two Year","Yes","Yes","Fiber Optic","No","No","Yes","No","Yes","No","Yes","Yes","Yes","Electronic Check",62.52045,222.65,6018.341413,4,5,4,4,2,4,4,2
"LA",7413,"Rural",1,49,7742.36,"Married","Male","No",8.372268,10,4,0,"Yes","Month-to-month","No","No","DSL","Yes","No","Yes","No","No","Yes","No","Yes","Yes","Bank Transfer(automatic)",55.09485,142.4689,5278.98567,2,3,3,5,3,4,3,3
"KS",2455,"Suburban",0,18,28768.29,"Never Married","Female","No",9.075447,10,0,1,"No","Two Year","No","No","Fiber Optic","Yes","No","No","Yes","No","No","No","No","Yes","Credit Card (automatic)",40.53237,134.9509,3515.623391,4,4,4,3,4,4,3,4
"MO",754,"Urban",0,34,10889.01,"Widowed","Female","Yes",11.07583,12,0,1,"No","Month-to-month","No","No","DSL","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Bank Transfer(automatic)",52.17851,242.6106,5360.147757,3,3,3,4,3,3,4,4
"NC",26054,"Suburban",1,79,33129.89,"Never Married","Female","No",8.893585,19,0,0,"Yes","Two Year","No","No","Fiber Optic","Yes","No","No","Yes","Yes","No","No","No","No","Mailed Check",71.44791,147.4738,5964.710238,4,4,5,4,5,3,5,4
"CA",21,"Rural",2,80,11491.42,"Divorced","Male","No",10.49877,12,0,0,"No","Two Year","Yes","No","None","No","Yes","No","Yes","No","No","Yes","Yes","No","Mailed Check",66.50713,230.1344,6078.515237,4,4,4,6,2,3,4,2
"MI",36711,"Suburban",2,26,42539.6,"Widowed","Female","No",12.88571,10,1,0,"No","One year","No","No","Fiber Optic","Yes","No","No","No","No","Yes","No","Yes","Yes","Electronic Check",66.70002,159.9512,5765.098354,4,4,4,4,4,4,4,3
"IN",6572,"Rural",4,44,22802.9,"Separated","Female","No",5.781365,7,0,0,"No","Month-to-month","Yes","No","DSL","Yes","No","No","Yes","No","No","Yes","No","Yes","Electronic Check",48.27562,139.9349,4797.290998,2,3,3,3,3,3,4,4
"NE",176,"Urban",0,73,9316.7,"Married","Male","No",11.17449,13,0,2,"No","Month-to-month","Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Credit Card (automatic)",65.99581,207.4754,6238.598854,4,4,3,3,2,4,4,4
"IA",2335,"Suburban",3,65,11955.52,"Never Married","Male","No",8.86123,10,1,0,"No","Two Year","No","Yes","DSL","Yes","Yes","Yes","No","No","No","No","Yes","No","Electronic Check",68.61891,162.4653,6463.857008,2,2,3,4,4,4,4,4
"SC",5190,"Urban",2,83,34710.68,"Widowed","Male","No",6.762606,7,0,0,"Yes","Month-to-month","Yes","Yes","Fiber Optic","Yes","No","No","No","No","Yes","No","Yes","No","Credit Card (automatic)",68.47424,159.9512,5805.877345,3,4,3,4,5,3,2,4
"IL",26749,"Suburban",2,49,30964.02,"Divorced","Female","No",10.67431,15,1,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Bank Transfer(automatic)",62.78883,242.6281,5841.624759,2,3,2,3,3,3,3,3
"SC",15762,"Suburban",0,22,40885.91,"Separated","Female","No",7.489466,10,0,1,"No","Month-to-month","No","No","Fiber Optic","No","No","Yes","No","No","No","No","Yes","No","Electronic Check",60.31971,149.9598,5264.734623,3,3,2,2,5,3,4,2
"NC",1962,"Suburban",4,72,18961.05,"Separated","Female","No",11.62638,17,1,2,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","Yes","No","Yes","No","No","No","Mailed Check",70.77383,147.4601,5943.959339,3,3,4,3,3,4,3,2
"TX",4611,"Urban",3,50,56565.69,"Married","Male","No",5.95531,10,0,0,"Yes","Month-to-month","No","No","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","No","No","Electronic Check",63.9264,159.9875,5559.691145,3,3,2,3,4,2,1,3
"AR",40770,"Rural",0,30,15299.42,"Widowed","Male","Yes",8.040747,8,3,1,"No","Month-to-month","No","No","None","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Bank Transfer(automatic)",51.67488,242.6573,5050.700652,3,4,2,3,4,3,3,4
"CA",8979,"Suburban",1,41,58545.72,"Never Married","Male","No",7.854625,14,0,1,"No","Two Year","Yes","No","DSL","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Bank Transfer(automatic)",60.93346,164.967,5888.45156,4,3,4,5,3,4,5,5
"VT",1666,"Suburban",4,77,12912.29,"Never Married","Male","No",13.22789,12,0,1,"No","Month-to-month","No","No","None","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Mailed Check",42.82102,137.4978,3862.289881,3,2,3,1,5,2,3,3
"AR",368,"Suburban",3,84,53979.72,"Widowed","Female","No",8.152813,12,0,1,"No","One year","Yes","No","None","Yes","No","No","Yes","No","Yes","No","No","Yes","Mailed Check",55.68741,114.9838,4637.682474,3,4,3,4,3,4,2,4
"IA",1455,"Suburban",2,62,19418.81,"Married","Male","No",11.12162,12,0,0,"No","Month-to-month","Yes","No","DSL","Yes","No","No","No","No","Yes","No","Yes","Yes","Credit Card (automatic)",58.0434,139.9512,5433.542284,3,2,3,4,2,3,4,5
"KY",480,"Rural",6,65,42242.38,"Divorced","Male","No",7.01939,12,1,0,"No","Month-to-month","Yes","No","DSL","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Mailed Check",65.87966,222.6326,6594.127635,6,5,5,5,3,6,5,4
